Fuel_consumption,Accelerator_Pedal_value,Throttle_position_signal,Short_Term_Fuel_Trim_Bank1,Intake_air_pressure,Filtered_Accelerator_Pedal_value,Absolute_throttle_position,Engine_soacking_time,Inhibition_of_engine_fuel_cut_off,Engine_in_fuel_cut_off,Fuel_Pressure,Long_Term_Fuel_Trim_Bank1,Engine_speed,Engine_torque_after_correction,Torque_of_friction,Flywheel_torque_(after_torque_interventions),Current_spark_timing,Engine_coolant_temperature,Engine_Idel_Target_Speed,Engine_torque,Calculated_LOAD_value,Minimum_indicated_engine_torque,Maximum_indicated_engine_torque,Flywheel_torque,Torque_scaling_factor(standardization),Standard_Torque_Ratio,Requested_spark_retard_angle_from_TCU,TCU_requests_engine_torque_limit_(ETL),TCU_requested_engine_RPM_increase,Target_engine_speed_used_in_lock-up_module,Glow_plug_control_request,Activation_of_Air_compressor,Torque_converter_speed,Current_Gear,Transmission_oil_temperature,Wheel_velocity_front_left-hand,Wheel_velocity_rear_right-hand,Wheel_velocity_front_right-hand,Wheel_velocity_rear_left-hand,Torque_converter_turbine_speed_-_Unfiltered,Clutch_operation_acknowledge,Converter_clutch,Gear_Selection,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON_OFF,Master_cylinder_pressure,Calculated_road_gradient,Acceleration_speed_-_Lateral,Steering_wheel_speed,Steering_wheel_angle,Trip,Time(s)
294.4,0,6.6,0,51,0,14.5,255,0,0,0,6.3,666,17.6,10.9,14.8,-1.5,85,670,17.6,39.2,2,57,14.6,230,1,15,508,0,3040,0,1,0,1,52,0,0,0,0,0,1,0,5,0,0.1,2,17.7,0,0.1,0,-0.8,2,944
307.2,0,6.6,0,51,0,14.5,255,0,0,0,5.5,689,17.2,10.9,11.6,-3,85,690,17.2,40,2,57,11.5,230,1,15,508,0,3040,0,1,30,1,52,0,0,0,0.3,31.8,1,0,5,0,0.4,1,1.1,0,0.1,0,-0.4,2,945
448,3.5,8.5,0,54,0,15.7,255,0,0,0,3.9,940,25,10.9,37.8,14.6,85,740,25,42.4,2,62.1,37.8,230,1,15,508,0,3040,0,1,270.5,1,52,1.5,0.5,0.6,1.5,274,1,0,5,0,0.7,1,0.9,0,0.1,0,-0.4,2,946
422.4,0,6.6,-1.6,45,0,14.5,255,0,0,0,4.7,1000,21.5,11.3,16.5,18.4,85,770,21.1,33.7,2,64.5,16.4,230,1,15,508,0,3040,0,1,604.3,1,52,4.1,3.5,3.4,4.1,607,1,0,5,3,0.6,1,0.9,0,0.1,0,-0.4,2,947
307.2,0,6.6,-1.6,44,0,14.5,255,0,0,0,5.5,834,16.8,11.7,9.9,4.5,85,800,16.8,33.7,2,60.2,10.3,230,1,15,508,0,3040,0,1,689.5,1,52,4.6,4,4,4.6,690,1,0,5,4,0.1,1,0.9,0,0.1,0,-0.4,2,948
422.4,6.2,8.5,0,49,0,15.7,255,0,0,0,4.7,936,22.3,11.3,41.6,15.4,85,810,22.3,38.4,2,62.1,41.6,230,1,15,508,0,3040,0,1,711,1,52,4.8,4,4,4.6,712.5,1,0,5,4,0.3,1,1,0,0.1,0,-0.8,2,949
832,14.1,12.2,0.8,61,0,18.4,255,0,0,0,3.1,1432,33.6,10.5,72.3,24.4,85,820,33.6,47.1,2,72.7,72.5,230,1,15,508,0,3040,0,1,1044.5,1,52,7,6.1,6.2,7,1050.3,1,0,5,7,1.1,1,1,-1.5,0.1,0,-0.6,2,950
1510.4,17.6,16,3.1,68,0,21.6,255,0,0,0,2.3,2038,43,10.2,51.6,24,85,830,43.4,54.1,2,80.9,51.6,230,1,15,508,0,3040,0,1,1749.3,1,52,12.1,11.1,11.2,12,1757.3,1,0,5,11,1.8,1,0.9,0,0,0,-0.7,2,951
1152,10.2,11.8,5.5,47,0,18.8,255,0,0,0,3.1,2232,26.6,10.9,17.7,39,85,870,26.6,32.9,2.3,83.2,16.9,230,1,15,508,0,3040,0,1,2106.5,1,52,15.8,14.6,14.7,15.6,2103,1,0,5,14,0.6,1,0.9,0,0,0,2.5,2,952
448,0,6.6,0.8,31,0,14.5,255,0,0,0,3.9,1501,14.1,10.9,-3,19.1,85,920,13.7,20.8,2,74.6,-2.9,230,1,15,508,0,3040,0,1,1493.3,2,53,16.6,16,16,16.5,1491.3,1,0,5,15,0,1,1,0,0.1,0,2.9,2,953
294.4,0,6.1,3.1,26,0,14.1,255,0,0,0,5.5,1267,9.8,11.3,2,11.3,85,920,9.8,17.3,2.3,70.3,1.9,230,1,15,508,0,3040,0,1,1375.3,2,53,15.3,14.2,14.3,15.3,1374.5,1,0,5,14,-0.3,1,1,0,0.1,0,0.1,2,954
729.6,15.2,11.8,2.3,50,0,18,255,0,0,0,3.9,1486,28.1,10.5,57.2,26.6,85,890,28.1,38.8,2,73.4,57.2,230,1,15,508,0,3040,0,1,1329.3,2,53,14.6,14,14,14.5,1330.5,1,0,5,14,0.3,1,1,0,0,0,-2.2,2,955
960,9,10.8,0.8,52,0,17.6,255,0,0,0,3.1,1715,30.9,10.5,17,27.4,84,910,30.5,40.8,2,77.7,16.7,230,1,15,508,0,3040,0,1,1501.5,2,53,16.8,15.7,15.8,16.6,1503.8,1,0,5,16,0.6,1,1,0,0,0,-1.1,2,956
396.8,0,6.6,3.1,27,0,14.5,255,0,0,0,4.7,1509,12.5,11.7,-5.3,18.4,84,940,12.5,18.4,2,74.6,-5.3,230,1,15,508,0,3040,0,1,1526,2,53,17,16.1,16.1,17,1525.3,1,0,5,16,-0.4,2,3.2,0.5,0,0,2.2,2,957
294.4,0,6.1,4.7,26,0,14.1,255,0,0,0,5.5,1237,9.8,11.7,-3.1,11.6,84,920,9.8,17.3,2.3,69.9,-3.1,230,1,15,508,0,3040,0,1,1301,2,53,14.4,13.4,13.5,14.4,1298.3,1,0,5,13,-0.9,2,7.3,1,0.1,0,3.2,2,958
281.6,0,6.6,2.3,34,0,14.5,255,0,0,0,5.5,959,12.9,11.7,6.2,6.8,84,860,12.9,24.3,2,63.7,6.3,230,1,15,508,0,3040,0,1,929,2,53,10.3,9.3,9.3,10.1,926.3,1,0,5,10,-1.1,2,7.4,0,0.1,0,4.6,2,959
345.6,0,7.1,0,44,0,14.5,255,0,0,0,5.5,850,15.6,11.7,7.4,0,84,820,15.6,33.7,2,60.9,7.8,230,1,15,508,0,3040,0,1,768,2,53,7.8,7,6.9,7.8,768,1,0,5,7,-0.4,2,3.3,0,0.1,8,-0.4,2,960
396.8,1.2,8,0.8,48,0,15.7,255,0,0,0,4.7,927,20.3,11.7,40.5,9.8,84,810,20.7,37.3,2,61.7,40.5,230,1,15,358,0,3040,0,1,823.8,1,53,6.8,6,6,6.6,827.3,1,0,5,6,0,1,1,0,0,0,1.3,2,961
499.2,0.8,7.1,-1.6,42,0,14.9,255,0,0,0,3.9,1235,21.5,11.7,13.9,19.5,84,820,21.1,30.2,2.3,69.5,13.9,230,1,15,508,0,3040,0,1,1091.8,1,53,7.5,6.1,6.1,7.5,1093,1,0,5,7,0.4,1,1,0,0,0,-1.8,2,962
332.8,0,6.1,0.8,33,0,14.1,255,0,0,0,5.5,1129,14.8,12.5,0.5,15,84,830,14.8,22.7,2.3,67.6,0.5,230,1,15,508,0,3040,0,1,1079,1,53,7.5,6.1,6.1,7.5,1077.8,1,0,5,7,0,1,1,0,0,0,-1.8,2,963
409.6,9,9.4,0.8,45,0,16.1,255,0,0,0,4.7,1057,21.5,11.7,45.7,23.3,84,840,21.5,32.9,2,65.2,45.7,230,1,15,508,0,3040,0,1,953.8,1,53,7.1,6.1,6.1,7,954.3,1,0,5,6,0.1,1,1,0,0,0,-2.4,2,964
1369.6,21.5,16.9,1.6,73,0,21.6,255,0,0,0,2.3,1812,43.8,10.9,85.6,19.9,84,840,43.8,57.6,2,78.1,85.7,230,1,15,508,0,3040,0,1,1451,1,53,9.9,8.9,9,9.8,1455.8,1,0,5,9,1.7,1,0.9,0,0,0,-2.4,2,965
1971.2,19.5,18.3,1.6,67,0,23.1,255,0,0,0,2.3,2478,46.1,11.7,62,22.1,84,860,46.5,56.5,2.3,84.4,77.9,230,1,15,508,0,3040,0,1,2264.8,1,53,15.9,14.9,15,15.8,2269,1,0,5,15,1.5,1,1,0,0,0,0.1,2,966
1612.8,18,16,-0.8,67,0,21.6,255,0,0,0,2.3,2160,42.6,10.9,71.1,22.9,84,970,43.4,52.9,2.3,82.4,71.1,230,1,15,508,0,3040,0,1,1906,2,53,20.4,19.4,19.5,20.3,1907.3,0,1,5,19,1.2,1,0.9,0,0.2,0,3.7,2,967
1676.8,18,16.5,2.3,64,0,22,255,0,0,0,2.3,2341,42.2,11.7,71.9,28.9,84,1050,42.2,50.6,2.3,84,71.9,230,1,15,508,0,3040,0,1,2132.8,2,53,23.8,22.8,23,23.6,2136.3,0,2,5,22,1,1,1,0,0.1,0,2.6,2,968
1638.4,14.8,15.5,0,60,0,21.2,255,0,0,0,3.1,2304,39.8,11.3,48,26.6,84,1070,40.2,48.6,2.3,84,47.3,230,1,15,508,0,3040,0,1,2112.8,2,53,26.6,25.7,25.7,26.5,2108.8,1,0,5,25,0.7,1,1,1,0.1,0,3.9,2,969
576,0,7.1,0.8,32,0,15.3,255,0,0,0,3.9,1711,18,12.1,-0.7,25.9,84,1320,17.6,23.1,2,78.1,-0.7,230,1,15,508,0,3040,0,1,1656,3,53,27.5,26.1,26.1,27.4,1656.3,1,0,5,26,0,1,1,1.5,0.2,0,4.4,2,970
384,0,7.1,3.9,26,0,14.9,255,0,0,0,4.7,1550,10.2,12.5,-7.4,12,84,1370,10.2,17.3,2,75.4,-7.5,230,1,15,508,0,3040,0,1,1601.3,3,53,26.5,25.9,25.9,26.4,1601,1,0,5,25,-0.3,1,1,2,0.3,0,5.1,2,971
409.6,2,7.1,5.5,29,0,14.9,255,0,0,0,4.7,1519,13.3,12.1,-1,23.3,84,1320,13.3,19.2,2,74.6,-0.9,230,1,15,508,0,3040,0,1,1527.3,3,54,25.3,24.1,24.1,25,1527.3,1,0,5,24,-0.2,1,1,2,0.4,8,8.7,2,972
332.8,0,7.1,3.9,27,0,14.5,255,0,0,0,5.5,1365,10.5,12.5,-5,12.8,84,1270,10.5,18,2.3,72.3,-5.2,230,1,15,508,0,3040,0,1,1453.5,3,54,24,23.3,23.3,23.9,1453.8,1,0,5,23,-0.3,1,1,2,0.3,0,10.1,2,973
320,0,7.1,1.6,30,0,14.9,255,0,0,0,4.7,1235,12.5,12.5,14.3,13.1,84,1220,12.5,20.4,2.3,69.5,14.3,230,1,15,508,0,3040,0,1,1367.5,3,54,22.6,21.9,22,22.4,1367.3,1,0,5,21,-0.3,1,1,2,0.2,0,7.6,2,974
857.6,12.5,12.7,0.8,57,0,18.8,255,0,0,0,3.1,1547,32.4,12.1,54.6,24,84,1180,32.4,44.7,2,74.6,52.2,230,1,15,508,0,3040,0,1,1335,3,54,22,20.7,21.1,21.8,1336,1,0,5,21,0.2,1,1,2,0.1,8,1.1,2,975
640,0,7.5,2.3,40,0,15.3,255,0,0,0,3.9,1446,20.3,12.5,1.3,14.6,84,1160,20.3,29.8,2,73.4,0.9,230,1,15,508,0,3040,0,1,1352.5,3,54,22.5,22,22,22.4,1353,1,0,5,21,0.1,2,1.1,2,0.1,0,4,2,976
332.8,0,6.6,0.8,32,0,14.5,255,0,0,0,5.5,1186,13.3,12.5,1.8,10.5,84,1150,13.3,22,2.3,68.4,1.7,230,1,15,508,0,3040,0,1,1291,3,54,21.4,20.3,20.3,21.3,1290.3,1,0,5,20,-0.3,2,1.5,2,0.1,0,2.9,2,977
345.6,0,7.5,0.8,36,0,14.9,255,0,0,0,4.7,1133,15.6,12.5,20.3,12.8,84,1110,15.6,25.5,2.3,67.2,20.3,230,1,15,508,0,3040,0,1,1201.3,3,54,19.8,18.9,19,19.8,1201.3,1,0,5,19,-0.2,1,1,2,0.1,0,4,2,978
550.4,8.6,9.9,-0.8,46,0,16.5,255,0,0,0,3.9,1280,24.6,12.1,41.9,26.6,84,1060,24.6,34.9,2.3,69.9,41.9,230,1,15,508,0,3040,0,1,1147.8,3,54,18.9,18,18.1,18.8,1147.8,1,0,5,18,0,1,1,2,0,0,3,2,979
896,10.9,11.8,-1.6,62,0,18.4,255,0,0,0,3.1,1502,34.8,11.7,48,26.6,84,1040,34.8,47.5,2,74.2,48,230,1,15,508,0,3040,0,1,1160.8,3,54,19.3,18.1,18.1,19,1161.8,1,0,5,18,0.4,1,1,2,0,0,2.9,2,980
716.8,7.8,9.9,1.6,52,0,16.9,255,0,0,0,3.1,1414,27.7,12.5,37.9,28.9,84,1060,27.7,37.3,2,72.7,37.9,230,1,15,508,0,3040,0,1,1206.3,3,54,20,19,19.6,19.9,1207,1,0,5,19,0.2,1,1,2.5,0,0,-3.3,2,981
934.4,14.5,13.2,3.1,65,0,19.2,255,0,0,0,3.1,1529,34.8,11.7,79.2,23.6,84,1070,34.8,47.8,2,74.2,78.9,230,1,15,508,0,3040,0,1,1226.8,3,54,20.3,19.7,20,20.1,1228,1,0,5,19,0.4,1,1,3,0,8,0.4,2,982
1395.2,10.9,14.6,1.6,70,0,20.8,255,0,0,0,3.1,1767,42.2,11.3,43.3,20.6,84,1110,42.2,55.7,2,78.1,43.3,230,1,15,508,0,3040,0,1,1342.3,3,54,22.3,21.3,21.4,22.1,1344,0,2,5,21,0.9,1,1,3,0,4,4.3,2,983
691.2,7,9.4,0.8,47,0,16.5,255,0,0,0,3.1,1529,26.2,12.1,26,30.4,85,1190,26.2,33.7,2,74.6,26,230,1,15,508,0,3040,0,1,1406.3,3,54,23.3,22.1,22.1,23.1,1406.8,0,2,5,22,0.1,1,1,3,0,0,-2.1,2,984
844.8,13.7,12.7,0,58,0,18.4,255,0,0,0,3.1,1583,31.6,11.7,71.1,27.8,85,1200,31.6,42.7,2,75.4,70.9,230,1,15,508,0,3040,0,1,1400.5,3,54,23.1,22.1,22.1,23,1401.3,1,0,5,22,0.3,1,1,3,-0.1,4,0,2,985
1164.8,7.4,12.2,1.6,58,0,18.8,255,0,0,0,3.1,1772,34.4,11.7,17.1,19.1,85,1230,34.4,45.5,2,78.1,16.3,230,1,15,508,0,3040,0,1,1468.5,3,54,24.4,23.6,23.7,24.3,1469.8,1,0,5,23,0.6,1,1,3,0,0,1.5,2,986
460.8,0,7.5,1.6,34,0,15.3,255,0,0,0,3.9,1464,14.1,12.5,-2.7,11.6,85,1250,14.1,23.5,2,73.4,-2.6,230,1,15,508,0,3040,0,1,1451.5,3,54,24.1,23.1,23.2,24,1451,1,0,5,23,-0.2,2,1.6,3,0.1,0,0.8,2,987
396.8,0,7.1,1.6,33,0,14.9,255,0,0,0,4.7,1305,11.7,12.5,-1.6,5.3,85,1210,11.7,22.7,2.3,70.7,-1.6,230,1,15,508,0,3040,0,1,1349.8,3,54,22.4,21.3,21.5,22.3,1349,1,0,5,21,-0.3,1,1.5,3,0.1,0,0.1,2,988
384,0,8.5,0.8,36,0,15.3,255,0,0,0,4.7,1222,15.6,12.1,36.6,13.1,85,1150,15.6,25.9,2.3,69.1,36.6,230,1,15,508,0,3040,0,1,1249,3,54,20.6,19.8,19.9,20.4,1249,1,0,5,19,-0.2,1,1,3,0,0,0.8,2,989
934.4,13.3,12.7,0,61,0,18.8,255,0,0,0,3.1,1545,35.5,11.7,64.3,24,85,1090,35.5,48.6,2,74.6,64.2,230,1,15,508,0,3040,0,1,1214.5,3,54,20,18.9,19.3,19.9,1214.8,1,0,5,19,0.4,1,1,3,0,0,1.3,2,990
716.8,0,8,0,46,0,15.7,255,0,0,0,3.9,1432,23.4,12.1,4.4,12,85,1080,23.4,34.9,2,73,4.4,230,1,15,508,0,3040,0,1,1247.8,3,54,20.8,20,20,20.6,1248,1,0,5,19,0.2,1,1,3,0,0,-0.4,2,991
332.8,0,6.6,-0.8,33,0,14.5,255,0,0,0,4.7,1152,13.7,12.5,2,9.8,85,1080,13.7,22.7,2.3,68,2.5,230,1,15,508,0,3040,0,1,1183.8,3,54,19.6,18.7,18.7,19.5,1183.3,1,0,5,18,-0.3,2,2.4,3,0.1,0,3.3,2,992
332.8,0,7.1,0.8,37,0,14.9,255,0,0,0,5.5,1034,14.8,12.1,14.2,6,86,1040,14.8,26.3,2.3,65.2,14.5,230,1,15,508,0,3040,0,1,1012.3,3,54,16.6,15.8,15.9,16.5,1010,1,0,5,15,-1.2,2,10.7,3,0.1,0,5.9,2,993
409.6,0,7.5,0,49,0,15.3,255,0,0,0,4.7,913,19.9,11.7,22.2,4.1,86,930,19.9,37.6,2,62.1,21.7,230,1,15,508,0,3040,0,1,641.8,3,54,10.5,9.6,9.6,10.4,638.3,1,0,5,10,-1.8,2,17.6,2,0.1,0,0.6,2,994
396.8,0,7.1,-1.6,54,0,14.9,255,0,0,0,4.7,812,20.3,11.3,22.2,-0.4,86,820,20.3,42.7,2,59.4,22.5,230,1,15,508,0,3040,0,1,489.3,1,54,4.4,3.6,3.6,4.4,488.5,1,0,5,4,-1.3,2,11.3,13,0.2,4,4.3,2,995
384,0,7.1,-2.3,55,0,14.9,255,0,0,0,5.5,761,20.3,10.9,18.2,-2.3,86,750,20.3,44.7,2,58.2,18.4,230,1,15,508,0,3040,0,1,109.8,1,54,0.9,0.2,0.2,0.8,110.3,1,0,5,0,-0.4,2,8.1,0,0.1,0,8,2,996
332.8,0,7.1,-2.3,55,0,14.5,255,0,0,0,5.5,691,20.3,11.3,20.5,-0.8,86,690,20.3,43.5,2,57,20.6,230,1,15,508,0,3040,0,1,26.3,1,54,0.3,0,0,0.3,27.8,1,0,5,0,0.3,1,1.4,0,0.1,4,12.3,2,997
460.8,1.2,8.5,-1.6,58,0,15.7,255,0,0,0,4.7,906,25.8,11.3,41.7,10.5,86,730,25.8,45.9,2,61.3,41.7,230,1,15,508,0,3040,0,1,220.3,1,54,1.1,0.4,0.4,1.1,223.5,1,0,5,0,0.7,1,1,0,0.1,0,27,2,998
473.6,0.4,7.5,-5.5,50,0,14.9,255,0,0,0,4.7,1022,23.8,11.7,20.5,15.4,86,770,23.8,38,2,64.8,20.8,230,1,15,508,0,3040,0,1,571.3,1,54,3.9,3.3,3.3,3.9,574.3,1,0,5,3,0.7,1,1,0,0.2,20,49.8,2,999
652.8,11.7,11.3,-3.9,62,0,17.6,255,0,0,0,3.9,1176,32.4,10.9,65.3,19.5,86,790,32.4,49.8,2,66.8,65.4,230,1,15,508,0,3040,0,1,784,1,54,5,4.6,4.6,4.9,787.8,1,0,5,5,0.8,1,1,0,0.4,144,58,2,1000
1369.6,17.2,16,-0.8,73,0,21.6,255,0,0,0,3.1,1829,44.5,10.9,82.2,19.1,86,810,44.5,59.2,2,78.5,82,230,1,15,508,0,3040,0,1,1409.8,1,54,9.6,8.9,8.9,9.4,1418.8,1,0,5,9,1.9,1,1,-6.5,0.2,80,57.8,2,1001
1702.4,15.2,16,2.3,64,0,21.6,255,0,0,0,3.1,2280,41.8,11.7,58.3,26.6,86,840,42.2,51,2.3,83.2,58.3,230,1,15,508,0,3040,0,1,2056,1,54,14.8,14.1,14.2,14.6,2056.3,1,0,5,14,1.4,1,1,0,0.2,32,-1.2,2,1002
1036.8,10.5,11.8,0,54,0,18.4,255,0,0,0,3.1,1810,31.6,11.3,37.8,32.3,86,930,31.6,40.8,2.3,79.3,37.8,230,1,15,508,0,3040,0,1,1618,2,54,18.1,16.4,16.6,18,1617.3,0,1,5,16,0.6,1,1,0,-0.7,72,-61.6,2,1003
627.2,1.6,7.5,-1.6,36,0,15.3,255,0,0,0,3.9,1697,17.2,12.1,0,16.9,86,970,17.2,25.9,2,77.7,-0.1,230,1,15,508,0,3040,0,1,1674.5,2,54,19,18,18,18.9,1674.5,1,0,5,17,0,1,1,0,-0.4,32,-24.5,2,1004
358.4,0,7.1,0.8,27,0,14.5,255,0,0,0,4.7,1520,11.3,12.5,5,16.9,86,970,11.3,18,2,74.6,5,230,1,15,508,0,3040,0,1,1588,2,54,17.8,16.5,16.5,17.6,1587.5,1,0,5,16,-0.3,1,1,1,-0.1,24,3,2,1005
358.4,0,6.6,3.1,28,0,14.5,255,0,0,0,4.7,1447,12.5,12.1,-3.7,19.1,86,950,12.5,18.4,2,73.4,-3.5,230,1,15,508,0,3040,0,1,1480.5,2,54,16.4,16,16,16.3,1480,1,0,5,15,-0.2,2,1.1,1.5,0.1,24,-1.3,2,1006
294.4,0,6.6,0,28,0,14.5,255,0,0,0,5.5,1193,10.9,12.1,0.9,9.8,87,920,10.9,19.2,2.3,68.8,1.1,230,1,15,508,0,3040,0,1,1333.5,0,55,14.9,13.9,14,14.8,1331.5,1,0,6,14,-0.5,2,2.7,1,0,4,5.8,2,1007
307.2,0,6.6,0,37,0,14.5,255,0,0,0,5.5,934,14.1,11.7,6.9,5.3,87,860,14.1,27.5,2,62.9,7.2,230,1,15,508,0,3040,0,1,936,0,55,11.8,10.8,10.7,11.8,933.5,1,0,6,11,-1.4,2,12,0,0,4,16.5,2,1008
307.2,0,6.6,-3.1,42,0,14.5,255,0,0,0,5.5,846,14.8,11.7,7.5,0.8,87,820,14.8,32.2,2,60.2,8.1,230,1,15,508,0,3040,0,1,817.3,0,55,5.9,4.9,5,5.8,817,1,0,6,5,-1.5,2,9.8,3,0,4,9.7,2,1009
307.2,0,6.6,-3.9,43,0,14.5,255,0,0,0,5.5,799,14.5,11.7,7.7,-1.5,87,780,14.5,33.3,2,59,8.1,230,1,15,508,0,3040,0,1,766.3,0,55,1.8,0.9,0.9,1.8,766.3,1,0,6,0,-0.9,2,5,0,0,4,4,2,1010
12.8,0,6.6,-3.9,43,0,13.7,255,0,0,0,6.3,662,14.8,10.9,8.7,0.8,87,670,14.8,32.9,2,57,8.8,230,1,15,508,0,3040,0,1,621.8,0,55,0.1,0,0,0.1,622,1,0,6,0,0.1,2,12.7,0,0,0,4,2,1011
243.2,0,6.1,-3.9,47,0,14.1,255,0,0,0,6.3,648,16.4,10.9,13.8,1.5,87,670,16.4,35.7,2,56.6,13.8,230,1,15,508,0,3040,0,1,604,0,55,0,0,0,0,604.3,1,0,6,0,0,2,14.4,0,0,0,4,2,1012
268.8,0,6.1,0,47,0,14.1,255,0,0,0,6.3,665,16,10.9,12,-1.9,87,670,16,36.5,2,56.6,12.1,230,1,15,508,0,3040,0,1,621.3,0,55,0,0,0,0,622,1,0,6,0,0,2,18.5,0,0,0,4,2,1013
268.8,0,6.1,0.8,46,0,14.1,255,0,0,0,6.3,681,14.5,10.9,7.3,-3.8,87,670,14.8,35.7,2,57,7.3,230,1,15,508,0,3040,0,1,636.5,0,55,0,0,0,0,637.3,1,0,6,0,0,2,18.6,0,0,0,4.2,2,1014
268.8,0,5.2,0,43,0,13.7,255,0,0,0,6.3,705,11.7,10.9,-1.4,-7.1,87,670,11.7,32.5,2,57.4,-1.4,230,1,15,508,0,3040,0,1,660.5,0,55,0,0,0,0,661.3,1,0,6,0,0,2,11.2,0,0,0,4,2,1015
230.4,0,5.2,-3.1,40,0,13.3,255,0,0,0,7,688,10.5,10.2,2.3,-5.6,87,670,10.5,29.4,2,57.4,2.6,230,1,15,508,0,3040,0,1,645.5,0,54,0,0,0,0,645.8,1,0,6,0,0,2,14.4,0,0,0,4,2,1016
204.8,0,5.2,-3.9,39,0,13.3,255,0,0,0,7,670,11.7,10.2,3.5,-1.9,87,670,11.7,28.6,2,57,3.9,230,1,15,508,0,3040,0,1,627.3,0,54,0,0,0,0,627.5,1,0,6,0,0,2,19,0,0,0,4.2,2,1017
217.6,0,5.2,-3.9,40,0,13.3,255,0,0,0,7,667,12.1,10.5,3.4,-1.1,87,670,12.1,29.4,2,57,3.6,230,1,15,508,0,3040,0,1,622.5,0,54,0,0,0,0,623,1,0,6,0,0,2,19.1,0,0,0,4.2,2,1018
217.6,0,5.2,-3.1,40,0,13.7,255,0,0,0,7,668,12.5,10.9,3.1,-1.1,87,670,12.5,30.2,2,57,3.4,230,1,15,508,0,3040,0,1,624.8,0,54,0,0,0,0,625.3,1,0,6,0,0,2,19.1,0,0,0,4,2,1019
217.6,0,5.2,-3.1,41,0,13.7,255,0,0,0,7,668,12.9,10.9,3.1,-1.5,87,670,12.9,30.6,2,57,3,230,1,15,508,0,3040,0,1,624.5,0,54,0,0,0,0,625.3,1,0,6,0,0,2,19.1,0,0,0,4,2,1020
217.6,0,5.2,-2.3,41,0,13.7,255,0,0,0,7,666,12.9,10.9,4.1,-1.5,87,670,12.9,30.6,2,57,4.1,230,1,15,508,0,3040,0,1,623,0,54,0,0,0,0,623.5,1,0,6,0,0,2,19.1,0,0,0,4.1,2,1021
230.4,0,5.2,-1.6,41,0,13.7,255,0,0,0,7,669,12.9,10.9,3.4,-1.1,87,670,12.9,30.6,2,57,3.3,230,1,15,508,0,3040,0,1,624.5,0,54,0,0,0,0,625,1,0,6,0,0,2,19.1,0,0,0,4,2,1022
217.6,0,5.2,-1.6,41,0,13.7,255,0,0,0,7,670,12.9,11.7,2.9,-1.9,87,670,12.9,30.6,2,57,2.9,230,1,15,508,0,3040,0,1,625.8,0,54,0,0,0,0,626.3,1,0,6,0,0,2,22.6,0,0,0,4,2,1023
217.6,0,5.2,-1.6,41,0,13.7,255,0,0,0,6.3,671,12.5,11.7,3.8,-1.5,87,670,12.9,30.6,2,57,3.8,230,1,15,508,0,3040,0,1,628.5,0,54,0,0,0,0,629,1,0,6,0,0,2,22.8,0,0,0,4,2,1024
230.4,0,5.2,-1.6,41,0,13.7,255,0,0,0,6.3,668,12.9,11.3,3.6,-0.8,87,670,12.9,30.6,2,57,3.8,230,1,15,508,0,3040,0,1,623.5,0,54,0,0,0,0,624,1,0,6,0,0,2,22.7,0,0,0,4,2,1025
230.4,0,5.7,-1.6,42,0,13.7,255,0,0,0,7,660,13.7,10.9,4.4,-0.4,87,670,13.7,31.4,2,56.6,4.8,230,1,15,508,0,3040,0,1,616.8,0,54,0,0,0,0,617.3,1,0,6,0,0,2,22.7,0,0,0,4,2,1026
230.4,0,5.7,-1.6,42,0,13.7,255,0,0,0,6.3,662,13.7,10.9,5.6,-0.8,87,670,13.7,31.8,2,56.6,5.8,230,1,15,508,0,3040,0,1,617.8,0,54,0,0,0,0,618,1,0,6,0,0,2,22.7,0,0,0,4,2,1027
230.4,0,5.2,-1.6,42,0,13.7,255,0,0,0,6.3,671,13.3,11.3,4,-1.5,87,670,13.3,31.4,2,57,4.2,230,1,15,508,0,3040,0,1,626.5,0,54,0,0,0,0,627.3,1,0,6,0,0,2,22.7,0,0,0,4,2,1028
230.4,0,5.7,-1.6,42,0,13.7,255,0,0,0,7,667,13.3,11.3,3.7,-0.8,87,670,13.3,31.4,2,57,3.9,230,1,15,508,0,3040,0,1,623,0,54,0,0,0,0,623.5,1,0,6,0,0,2,22.7,0,0,0,4,2,1029
243.2,0,5.7,-1.6,42,0,13.7,255,0,0,0,7,668,13.3,11.3,4.6,-1.1,87,670,13.3,31.8,2,57,4.7,230,1,15,508,0,3040,0,1,624.5,0,54,0,0,0,0,625.3,1,0,6,0,0,2,22.8,0,0,0,4,2,1030
230.4,0,5.7,-1.6,42,0,13.7,255,0,0,0,7,666,13.3,10.9,4.2,-1.1,88,670,13.3,31.8,2,56.6,4.6,230,1,15,508,0,3040,0,1,622.5,0,55,0,0,0,0,623,1,0,6,0,0,2,22.8,0,0,0,4,2,1031
230.4,0,5.7,-0.8,42,0,13.7,255,0,0,0,7,670,13.3,10.9,3.6,-0.8,88,670,13.3,31.4,2,56.6,3.6,230,1,15,508,0,3040,0,1,625.5,0,55,0,0,0,0,626,1,0,6,0,0,2,22.8,0,0,0,4,2,1032
